,doc_sentiments,documents,zone_sentiments
214,-6.70406015037594,"['What Joe Biden Is Revealing About Democrats', 'More than a month has passed since former Vice President Joe Biden announced he is running for the Democratic presidential nomination', ' effectively rounding ...']","[0, 0.37593984962406013, -7.08]"
215,2.933497536945813,"['Democratic Candidates Go After Joe Biden', ' but Not by Name', 'Even when criticizing his particular views', ' like his support of the Hyde Amendment', "" Mr. Biden's rivals have avoided calling him out directly.""]","[0, 0, 3.738095238095238, -1.6666666666666665, 0.8620689655172413]"
216,-3.1838815789473682,"['Can Joe Biden be the future and the past?', 'He promises a return to normalcy', ' to a pre-Trump America. But can he also be a true change agent against the disrupter-in-chief?']","[0, -3.53125, 0.3473684210526316]"
217,0.10904756347631833,"['Biden’s First Run for President Was a Calamity. Some Missteps Still Resonate.', 'In 1988', ' Joe Biden was prone to embellishment. Hints of that linger today. But unlike then', ' his message to voters is clear', "" He's a stabilizing statesman in a ...""]","[-0.11688311688311687, 0, -0.1951219512195122, 5.551115123125783e-17, 0.42105263157894735]"
218,0.009759271307742234,"[""When a young Joe Biden used his opponent's age against him"", 'In 1972', ' the future vice president ran on a platform of generational change against an older Republican incumbent.']","[0.39655172413793105, 0, -0.3867924528301888]"
219,-1.150602409638554,"['Joe Biden keeps stepping in it – and voters couldn’t care less', ""Joe Biden's all-too-friendly touching of women in the MeToo era was supposed to be toxic to his presidential campaign. Critics thought his flip flop on subsidized ...""]","[0, -1.150602409638554]"
220,0.3067484662576687,"['Joe Biden to See Sharp Knives on Crowded Debate Stage', 'Former Vice President Joe Biden will be the main target for his presidential-primary rivals as he takes center stage this week in his first 2020 Democratic debate.']","[0, 0.3067484662576687]"
221,1.4615384615384615,"[""Biden rejects 'old guy' label at Bay Area fundraiser"", 'Biden', ' who is 76', ' is the second oldest Democratic candidate.']","[1.4615384615384615, 0, 0, 0]"
222,0.7025261324041812,"['Attack Biden in the debate? Dem rivals might think twice', ""Democrats' high praise of the former vice president could come back to haunt them.""]","[0.44642857142857145, 0.25609756097560976]"
223,-0.5213675213675213,"['Trump Consultant Is Trolling Democrats With Biden Site That Isn’t Biden’s', 'AUSTIN', ' Tex. — For much of the last three months', ' the most popular Joseph R. Biden Jr. website has been a slick little piece of disinformation that is designed to ...']","[0, 0, 0, -0.5213675213675213]"
224,0.5903614457831325,"['‘Lock the S.O.B.s Up’', ' Joe Biden and the Era of Mass Incarceration', ""He now plays down his role overhauling crime laws with segregationist senators in the '80s and '90s. That portrayal today is at odds with his actions and rhetoric ...""]","[0, 0, 0.5903614457831325]"
225,0.051344086021505364,"['How Will Joe Biden Debate? Some Clues From 2008', 'The first Democratic presidential primary debate of the 2008 campaign was consumed by the vote to authorize the Iraq War', ' whether to continue to fund it', ' Hillary ...']","[0, 0.3416666666666667, -0.2903225806451613, 0]"
226,-1.5221052631578946,"['Joe Biden calls on fundraisers to raise up to $100', '000 to join his 2020 finance committee', 'The campaign pitches donors and fundraisers a chance to be one of Biden\'s ""most dedicated supporters"" and to help ""fuel a professional and inclusive ...']","[-0.18, 0, -1.3421052631578947]"
227,-0.1569863923000332,"['Why Joe Biden had to work with segregationists', ""At Thursday's Democratic debate"", ' former vice president Joe Biden came under even more fire for bragging about his ability to work with southern segregationists ...']","[-0.34782608695652173, 0, 0.19083969465648853]"
228,-0.19676415148226423,"['Does Biden Believe in the Biden Campaign?', 'From the moment Joe Biden announced his presidential campaign', "" he's been the clear polling leader among Democratic candidates and the one best ...""]","[0.21951219512195122, 0.26229508196721313, -0.6785714285714286]"
229,0.5442162162162163,"['Why Joe Biden’s Decades in the Senate Could Hurt His 2020 Presidential Bid', 'Biden faces the same pitfalls as other ambitious senators who have found that their experience and record can be a liability.']","[0.21621621621621623, 0.328]"
230,5.5514431239388795,"['How to Beat Joe Biden', 'Where politicians are concerned', ' especially aging and garrulous ones', ' it may be a mistake to attribute to strategy what can be chalked up to simple fecklessness ...']","[0, 4.193548387096774, 0, 1.3578947368421053]"
231,0.017142857142857237,"['Biden Opposed Busing Despite Other Civil Rights Advocacy', 'In defending his comments about working with segregationists', "" Joe Biden cited his record on civil rights and his relationship with Ted Kennedy. But he didn't ...""]","[0.6071428571428572, 0.15, -0.74]"
232,1.0560763739571686,"['Biden’s divergence from other candidates on display at poverty-fighting event', 'The gap between former vice president Joe Biden and more liberal candidates for the Democratic presidential nomination was on display Monday before ...']","[0.8441558441558441, 0.2119205298013245]"
233,0.8270676691729323,"['Joe Biden goes south', 'Former Vice President Joe Biden ignored my warning to stay out of sight for the first six months of the presidential primary campaign', ' and instead has stepped ...']","[0, 0.8270676691729323, 0]"
234,1.48550391164289,"['Biden blasted for comments on segregationist senators', 'Former Vice President Joe Biden is facing criticism for pointing to two segregationist senators as examples of colleagues he could work with during an era where ...']","[0.9245283018867925, 0.5609756097560975]"
235,0.9607843137254901,"['Lemon', ' I understand what Joe Biden was trying to say', ""CNN's Chris Cuomo and Don Lemon discuss Democratic presidential candidate Joe Biden's remarks that drew strong criticism from his 2020 Democratic rivals.""]","[0, 0, 0.9607843137254901]"
