title,media
"Joe Biden on son Hunter Biden's connection with Ukraine company: ""He did not do a single thing wrong"" - 60 Minutes","In a ""60 Minutes"" interview, the former vice president defended his son against attacks from President Trump for serving on the board of a Ukrainian gas ..."
Top Biden Donors Gather Amid Storm Clouds Over Campaign,"Now fourth in the Democratic money chase and under fire from President Trump, Joseph R. Biden Jr. is increasingly dependent on his top donors, many of ..."
Joe Biden says Congress should pursue impeachment even if it hurts 2020 Democrats,Joe Biden said President Donald Trump should still be investigated even if it leads to political damage against 2020 Democratic contenders.
Joe Biden tries to turn attention to ‘wholly unfit’ President Trump,"Joe Biden on Saturday sought to take a more aggressive tone in combating President Trump, a shift in strategy amid signs of worry among campaign donors and ..."
Joe Biden is counting on Hispanic voters. Can they count on him?,"Joe Biden has long counted on his vast popularity among African American voters as key to his 2020 presidential campaign. But Hispanics, the nation's fastest ..."
South Carolina priest denied Joe Biden communion over abortion stance,"Former Vice President Joe Biden was denied communion at a South Carolina church because of his views on abortion, a local priest says."
Biden Fund-Raising Effort Trails Sanders and Buttigieg,"Former Vice President Joseph R. Biden Jr. has raised $15.2 million in the past three months, his campaign said Thursday, a drop-off of $7 million from the ..."
Joe Biden calls for Trump's impeachment for first time,Former Vice President Joe Biden on Wednesday for the first time called for President Donald Trump's impeachment.
Joe Biden spent more than he raised in the third quarter of 2019,Former Vice President Joe Biden burned through his campaign donations at a blistering pace over the summer -- spending more than he took in and leaving ...
Is Joe Biden the only Democrat who can win Ohio?,A smattering of Republicans as well as Democrats gathered during a heavy rain storm Thursday to help raise money for Joe Biden's financially ailing campaign.
Biden to Host High-Dollar Fundraiser With Pittsburgh-Area Real Estate Moguls,"Former Vice President Joe Biden is holding a high-dollar fundraiser next month in Pittsburgh, Pennsylvania, co-chaired by two of the area's biggest real estate ..."
‘The rest of the country owes Durham’: Former VP Joe Biden speaks at Hillside High,"Presidential candidate and ex-vice president Joe Biden speaks at Hillside High School, North Carolina. Biden and Elizabeth Warren are Democrat front runners."
Biden: Syria withdrawal proves Trump is a 'complete failure',"DAVENPORT, Iowa (AP) — Seeking to leverage his experience in foreign policy, Democratic presidential candidate Joe Biden on Wednesday ripped Donald ..."
Former Sen. Chris Dodd endorses Joe Biden for president,"Former U.S. Sen. Chris Dodd endorsed Joe Biden for president Friday, saying he watched him closely for 30 years as they worked together on key legislation in ..."
"Opinion: I Asked Joe Biden A Tough Question, So He Called Me A Child. He Wants To Be President?","You might have seen the video doing the rounds this week: Joe Biden, who was asked a tricky question by a young activist, responds about as condescendingly ..."
"This Election Was Always Going to Be a Mudfight. If Joe Biden Can't See That, He Should Get Out of the Way.",I am excessively neutral on the subject of Joe Biden as a candidate for president. History would indicate that giving him another shot at it would be rather like ...
This is Joe Biden’s checkered Iraq history,"In the Senate, Joe Biden backed Bush's Iraq push. As vice president, he backed Maliki but helped defeat ISIS. Will 2020 election voters care?"
Joe Biden doesn’t punch back at Trump in SF fundraiser,Joe Biden barely nodded to President Trump's attacks on him during a fundraiser at the San Francisco home of Sen. Dianne Feinstein on Thursday. He briefly ...
"Joe Biden plans campaign trip to Durham, North Carolina","Former Vice President Joe Biden will be making a pre-Halloween trip to Durham, North Carolina."
Biden’s campaign touts $750 billion plan aimed at boosting community colleges,Joe Biden's presidential campaign Tuesday released a $750 billion higher education plan aimed at investing resources in community colleges and making them ...
Joe Biden attacks Trump's 'weakness' after president's insults - Business Insider,"Democratic presidential contender Joe Biden hit back at President Trump in a tweet Thursday, after Trump hurled insults at Biden and his son, Hunter, at a ..."
Biden fires back at Trump: I'm not going anywhere,Former Vice President Joe Biden responds to President Donald Trump's allegations about Biden's role in the Ukraine controversy during a campaign stop in ...
What Joe Biden Learned at the Last Two Impeachments,"Until Wednesday, he had resisted calling for President Trump's impeachment. His experience as a senator helps explain his restraint."
"Biden: Family won't be part of any foreign operation, period","Democratic presidential candidate Joe Biden stated that if he is elected president, no family member or associate of his will be involved in any foreign operation."
Joe Biden’s Mysterious Claim That He Whipped Votes for the CFPB,Joe Biden told Elizabeth Warren that he “got votes” for her consumer agency creation. No one in Congress can remember the specifics.
Is impeachment damaging Biden's 2020 bid?,"Donald Trump is facing impeachment, but Joe Biden could also endure political fallout from the Ukraine controversy."
"Joe Biden, for the first time, calls for Trump's impeachment","Former Vice President Joe Biden, for the first time, called for President Donald Trump's impeachment. Speaking in Manchester, N.H., Biden said, ""Donald Trump ..."
Joe Biden is sending more campaigners to North Carolina. Here’s why,"Bernie Sanders is going all in on California, hiring nearly two dozen staffers in the state. Joe Biden is deploying campaign hands in North Carolina."
"Many Black Voters Like Joe Biden, but Some Are Open to Other Democrats","Black voters in South Carolina have been key to Joe Biden's standing in primary polls, but interviews suggest these supporters could be persuaded to support ..."
Joe Biden is a hypocrite on Ukraine,"Former vice president Joe Biden has said that in holding up vital military assistance to Ukraine, President Trump “used the power and resources of the United ..."
These Ohioans are Joe Biden’s biggest donors,Joe Biden has been a front-runner for the Democratic president nomination since he entered the race in April.
Why Biden is getting crushed in the all-important money race,Joe Biden's campaign is drawing more support from big-ticket donors than any other candidate in the race — yet he still can't match his rivals' cash flow.
Biden: Trump has indicted himself,Democratic presidential candidate Joe Biden reacted to President Donald Trump's recent comments regarding him and his son Hunter's alleged overseas ...
"The Energy 202: 'Look at my record, child,' Biden responds to environmental activist",A Sunrise Movement activist was worried about Biden's super PAC stance.
Joe Biden: Here’s My $750 Billion Plan To Fix Student Loans,"Joe Biden has a plan to fix your student loans. Here's what you need to know. Joe Biden: Student Loans. Joe Biden released his higher education plan, which ..."
Joe Biden is coming to Durham. Here’s how to see him.,"Former Vice President Joe Biden, one of the Democratic presidential candidate front runners, is coming to North Carolina on Sunday, Oct. 27 to speak at Hillside ..."
Joe Biden coming to Providence next month for fundraiser,Former Vice President Joe Biden is coming to Providence next month to raise money for his presidential campaign. Biden is slated to attend a fundraiser in the ...
Is Hunter Biden a problem for Joe Biden?,"President Donald Trump's desire for foreign governments to investigate former Vice President Joe Biden and his son, Hunter, has become the basis of the ..."
Biden says his children 'are not going to have offices in the White House' if he's elected,"Former Vice President Joe Biden criticized the involvement of President Donald Trump's family members in the White House, saying his own children ""are not ..."
Joe Biden Stresses His Part in Elizabeth Warren’s Signature Accomplishment,Former Vice President Joseph R. Biden Jr. and Senator Elizabeth Warren got into a direct confrontation late in the debate on Tuesday night as the pair of ...
Joe Biden's Son Hunter Stepping Down From Chinese board,"Facing intense scrutiny from President Donald Trump and his Republican allies, Hunter Biden says he will step down from the board of directors of a ..."
Joe Biden calls Trump 'unhinged' in first new ad of $6 million early-state push,"Joe Biden's presidential campaign says President Donald Trump is ""lying about the one Democrat he doesn't want to face"" in the first new spot to be included in ..."
"Joe Biden describes his health care plan using Pete Buttigieg's term, 'Medicare for all who want it'","MAQUOKETA, Ia. — Former Vice President Joe Biden on Wednesday referred to his health care plan as ""Medicare for All Who Want It,"" employing the phrase ..."
Former GOP officeholder holding central Ohio fundraiser for Joe Biden,"A prominent Republican attorney is hosting a Halloween fundraiser at his Bexley home for Democrat Joe Biden. While Charles ""Rocky"" Saxbe has backed a ..."
Biden fires back at Trump on Ukraine: 'He is the definition of corruption',Former Vice President Joe Biden issued some of his strongest rebukes to date of President Donald Trump's allegations against him after revelations that Trump ...
Presidential Candidate Joe Biden to Fundraise in Portland Next Month,Presidential candidate Joe Biden will visit Portland on Nov. 16 for an invitation-only fundraiser hosted by Oregon's two top Democratic donors. Win McCormack ...
Would Obama endorse Joe Biden? Don’t be so sure,The author of “Barack and Joe” — a new book on the relationship between Barack Obama and Joe Biden — says that despite their chummy “bromance” while in ...
"Democratic presidential candidate Joe Biden campaigns in West Point, Iowa","Democratic presidential candidate Joe Biden stopped in West Point, Iowa Wednesday afternoon to explain his plans for the nation's top job. He wants to rebuild ..."
Dianne Feinstein endorses Joe Biden for president over Kamala Harris,Sen. Dianne Feinstein leaned on her long working relationship with Joe Biden in the Senate to inform her endorsement in the presidential race — he was a ...
The Obama effect has helped Joe Biden with black voters. Will it last?,"With or without the Ukraine issues, Biden needs African American voters to win the Democratic nomination."
Why Is Vice President Biden's Stuttering Being Ignored?,Democratic presidential candidate and former Vice President Joe Biden speaking at the podium during the second night of the first Democratic presidential ...
Only in Trump’s world could what Joe Biden did in Ukraine be considered ‘corrupt’,Michael Carpenter is senior director of the Penn Biden Center for Diplomacy and Global Engagement. President Trump's smear campaign against former vice ...
Joe Biden's Advisers Knew In 2018 His Comments About Ukraine Would Be A Problem,"Russian propaganda networks picked up on what Biden said immediately, spinning his words into something that would ultimately become a Trump obsession."
Joe Biden announces Jessica Mejía as head of California campaign,"Former Vice President Joe Biden plans to ramp up his California operation Monday by naming Jessica Mejía as the campaign's state director, The Chronicle has ..."
Woody Harrelson Is a Surprisingly Effective Joe Biden for SNL,The Cheers actor's impression of the former vice president this season is less friendly and more glossy than the show's previous attempts.
It's personal between Rudy Giuliani and Joe Biden -- Meanwhile in America,"It's personal between Rudy Giuliani and Joe Biden. Way back when the presidency was just a twinkle in Trump's eye, the pair were already fighting for it."
"Joe Biden raises $15.2 million in third quarter, falling behind previous haul","Joe Biden raised $15.2 million in the third fundraising quarter, his campaign announced Thursday, marking a decline from his previous fundraising haul and ..."
"Joe Biden total near $450,000 at Gov. Ned Lamont fundraiser",Gov. Ned Lamont raised nearly $450000 for Joe Biden at a major fundraiser in Greenwich.
Biden recounts funny moment with Obama,Former Vice President Joe Biden tells Anderson Cooper about a humerous moment he shared with former President Barack Obama in the White House while ...
Joe Biden needs to take his final bow,Joe Biden ought to be working on an exit strategy. This presidential thing is simply not working out. And he has not improved his prospects by joining the clown ...
Atlanta Mayor comes to open Joe Biden campaign office in Waterloo,Atlanta Mayor Keisha Bottoms visited Waterloo to help open presidential candidate and former Vice President Joe Biden's campaign office.
Inside Joe Biden’s brawling efforts to reform Ukraine — which won him successes and enemies,"Biden spent three years pushing Obama administration policy on Ukraine, but his approach may have laid the groundwork for questions now being raised by ..."
Democratic presidential candidate Joe Biden on why he is running for president,"Democratic presidential candidate Joe Biden campaigned in Durham, N.C. on Sunday, Oct. 27, 2019."
Joe Biden plans campaign trip to North Carolina,Former Vice President Joe Biden will be making a pre-Halloween trip to North Carolina.
Trump Suggests China Should Also Investigate Former Vice President Joe Biden,"President Trump suggested China should investigate former Vice President Biden, further escalating a fight with Democrats as they conduct an impeachment ..."
