title,media
Biden Is Smart to Talk About a Republican V.P.,This article is part of David Leonhardt's newsletter. You can sign up here to receive it each weekday. About 70 percent of Americans identify themselves as either ...
Lobbyist bought tropical land from Biden’s brother,"In 2005, Joe Biden's brother bought an acre of land with excellent ocean views on a remote island in the Caribbean for $150,000. He divided it into three parcels ..."
Biden and Sanders Clash Over Social Security,Joseph R. Biden Jr. and advisers to the Sanders campaign exchanged sharp accusations over his record as the two presidential candidates chased an ...
Iowa Attorney General Tom Miller endorses Joe Biden for president,"Iowa Attorney General Tom Miller is endorsing former Vice President Joe Biden for president, just three weeks before the Iowa caucuses. Miller, first elected in ..."
The most consequential vote of a generation still haunts Joe Biden,"No single vote in Congress, except perhaps the passage of the Affordable Care Act, has had more impact on modern US politics than the one authorizing the ..."
How a Misleading Biden Video Spread,It began as a deceptively edited video clip from an obscure Twitter account. Then it made headlines.
Biden campaign fires back at Trump's legal team,Democratic presidential candidate Joe Biden and his campaign fired back at President Donald Trump's legal team's attacks on Hunter Biden.
Biden Supported “Exceptionally Tough Treatment” for Juvenile “Predators”,"In a 1998 speech, then-Sen. Joe Biden called 100,000 juveniles who had been arrested for violent crimes in the U.S. “predators” who “warrant exceptionally, ..."
"Kamala Harris considering endorsing Joe Biden for president, source says","Washington (CNN) Sen. Kamala Harris is considering endorsing former Vice President Joe Biden for president ahead of the California primary, a source close to ..."
Joe Biden to campaign in Sioux City on Friday,SIOUX CITY -- Democratic presidential candidate Joe Biden will hold a public campaign event in Sioux City on Friday.
Biden Dismisses Doubts on His Black Support: ‘You Know Better. You Know Better.’,"DES MOINES — Joseph R. Biden Jr. was *fresh* off campaigning in the warm embrace of South Carolina, where the former vice president has held a ..."
"In courting Latino voters, Joe Biden grapples with Obama’s history as ‘deporter in chief’","WASHINGTON — Democratic presidential candidate Joe Biden was stumping for votes at a Nevada high school packed with Latino labor organizers, teachers, ..."
Mayor Robert Garcia endorses Joe Biden ahead of planned visit to Long Beach,"Long Beach Mayor Robert Garcia has a new pick in the presidential race, a little more than two months from California's primary. Garcia announced early ..."
The nuns who could help Biden win Iowa,The Biden family has been wooing the sisters in Dubuque with cookies and ice cream. Will they turn out for him?
When Joe Biden Came to Visit,"The former vice president's interview with the editorial board, and the deliberations that followed."
Iowa congresswoman endorsing Joe Biden's presidential bid,Joe Biden has landed a high-profile endorsement for his presidential bid as Rep. Abby Finkenauer becomes the first member of the Iowa congressional ...
Biden: No Meeting With Kim Jong Un Absent Preconditions,Democratic presidential frontrunner Joe Biden says he would not meet with North Korean leader Kim Jong Un without preconditions. It is the latest evidence ...
Joe Biden’s Deterrence Policy: Stop Trump,"The Democratic Party's national security strategy is where it was in 1972, a year they lost big."
Joe Biden endorsed by Rep. Brad Schneider in Democratic presidential primary,"Schneider told the Sun-Times the ex-vice president ""is best positioned to bring voters out to unite the party and ensure that we hold the majority in the House."""
Biden: GOP senator just proved our point about Trump,Democratic candidate Joe Biden says Sen. Joni Ernst's (R-IA) comments about the impeachment testimony impacting Biden's chances in the state proves the ...
"Capt. ‘Sully’ Sullenberger: Like Joe Biden, I Once Stuttered, Too. I Dare You to Mock Me.","The retired pilot responds to recent comments from the president's daughter-in-law, Lara Trump, on the way the former vice president talks."
Kamala Harris' national finance chair prepares to back Joe Biden as former VP starts 2020 with a fundraising boost,Former Vice President Joe Biden is on the verge of acquiring a key fundraiser as he looks for a boost toward the Democratic nomination.
"Joe Biden, Seeking Commander-in-Chief Moment, Denounces Trump’s Iran Escalation",Joseph R. Biden Jr. on Tuesday delivered a forceful and detailed critique of the Trump administration's escalation toward Iran as he sought at every turn to ...
Joe Biden cancels campaign stop in Council Bluffs,Democratic presidential candidate Joe Biden canceled a planned stop in Council Bluffs Friday as snow hit Omaha.
Joni Ernst Asks if Impeachment Trial Will Turn Iowa Caucusgoers Against Biden. They Answer.,"MUSCATINE, Iowa — Senator Joni Ernst of Iowa, a Republican, wondered aloud about her Democratic constituents as they wrestled with a final decision before ..."
Former Julián Castro supporters in Texas endorse Joe Biden,"The new endorsements come a day after Castro, who ended his campaign last week, threw his support to one of Biden's opponents, Elizabeth Warren."
Former Vice President Joe Biden speaks at Simpson College,About 350 people gathered at the Grand Hall at Simpson College to hear from former Vice President Joe Biden. Biden was welcomed by former Iowa State Sen.
Biden campaign warns against media use of Trump disinformation during impeachment trial,Joe Biden's campaign is issuing a pre-emptive strike against disinformation pushed by President Donald Trump and his defenders in an unusual open memo to ...
"Joe Biden bus tour to hit SC pavement with ‘Barbershop’ actor, Olympic figure skater",A bus bearing Joe Biden's name in giant letters and carrying a little star power will hit S.C. roads soon to promote the former vice president's bid for the White ...
Stop saying Biden is the 'most electable'. Trump will run rings round him,Did we learn nothing from 2016? Trump is savagely effective at destroying establishment politicians – and Biden would lose.
Two Pennsylvania reps in battleground districts have endorsed Joe Biden as he makes 2020 electability case,"Joe Biden, who uses his middle-class Scranton roots to cast himself as the Democratic candidate who can win back areas that President Donald Trump won in ..."
Fact check: 4 things Trump's attorney left out of her arguments about Biden and Burisma,"President Donald Trump's lawyer Pam Bondi played a video clip of former Vice President Joe Biden recounting, at a 2018 event, how he had pressured Ukraine ..."
Joe Biden told this protester to ‘vote for Trump.’ Bernie Sanders just hired him.,An immigrant-rights protester whose recent confrontation with former Vice President Joe Biden made headlines was hired this week by rival Bernie Sanders' ...
Joe Biden says he can win over working-class voters in Pa. Here's what the voters say,These voters put Trump in the White House. Some feel abandoned by the Democratic Party. Some feel Biden is too centrist. Can he really win them over?
How Joe Biden is campaigning in Iowa a month from the caucuses,"Waterloo, Iowa — Less than a month from the Iowa caucuses, Joe Biden is continuing to overwhelmingly target rural communities throughout the state. In fact ..."
Joe Biden fires back at Bernie Sanders after video surfaces,"CNN's Jeff Zeleny reports on the ""circular firing squad"" of leading Democratic rivals unfolding on multiple fronts."
Joe Biden Has Not Been Challenged,Joe Biden should be happy—he's about to become the Democratic nominee as long as his rivals fail to question his candidacy.
The strongest case for Joe Biden,"I'm not thrilled with the prospect of Joe Biden winning the Democratic nomination and becoming president, and I know no one who is. That doesn't mean I hate ..."
Joe Biden's elevator moment may be as good as a New York Times endorsement,You may have heard that The New York Times made some history Sunday night by endorsing not one but two Democratic presidential candidates: Elizabeth ...
"Impeachment Trial Brings Biden Awkward Heat, Lucky Timing","President Donald Trump's impeachment trial will once again put an uncomfortable spotlight on Joe Biden and his son Hunter, but also offers the former vice ..."
Joe Biden calls video game maker 'little creep' who teaches how to kill - Business Insider,"Democratic presidential candidate and former Vice President Joe Biden called an unnamed video game developer a ""little creep"" who make games ""to teach ..."
Joe Biden creeps up behind reporter in photobomb attack,Watch Joe Biden crash a reporter's live shot. CNN's Jeanne Moos reports on a photobomb sneak attack.
Biden: Iran escalation shows Trump 'dangerously incompetent',Democratic presidential candidate Joe Biden said Tuesday that President Donald Trump's escalation of tensions with Iran proves him to be “dangerously ...
"AOC: 'In any other country, Joe Biden and I would not be in the same party'","Rep. Alexandria Ocasio-Cortez said in an interview published Monday that Democrats nationwide can cultivate “too big of a tent,” asserting that she and her ..."
